醫事機構代碼,醫事機構名稱,醫事機構地址,經度,緯度,醫事機構電話,廠牌項目,快篩試劑截至目前結餘存貨數量,來源資料時間,備註
5902040210,益民藥局,高雄市楠梓區建楠路４７號,120.3287,22.72659,(07)3522161,羅氏家用新冠病毒抗原自我檢測套組,43,2022/05/13 10:26:02,開門時間10:00
5902040229,進昇藥局,高雄市楠梓區德賢路２０２號,120.3068,22.72694,(07)3652334,羅氏家用新冠病毒抗原自我檢測套組,10,2022/05/13 10:26:02,實名制快篩每日上午10點販售，售完為止
5902050903,皇安藥局,高雄市三民區九如一路４６１號,120.3296,22.63865,(07)3866779,羅氏家用新冠病毒抗原自我檢測套組,16,2022/05/13 10:26:02,營業日0900可先領取號碼牌，上午9:00-12:00及下午3:00~10:.00為販賣快篩時間，售完為止
5902051642,安寧藥局,高雄市三民區嫩江街３９號,120.2981,22.64208,(07)3217585,羅氏家用新冠病毒抗原自我檢測套組,8,2022/05/13 10:26:02,無
5902051786,億生藥局,高雄市三民區南台路２００號,120.2982,22.63706,(07)2873436,羅氏家用新冠病毒抗原自我檢測套組,6,2022/05/13 10:26:02,「藥局販售口罩時間，依藥局門口公告時間為主（售完為止）」
5902053833,建銘藥局,高雄市三民區吉林街２６２號,120.3068,22.64818,(07)3133460,羅氏家用新冠病毒抗原自我檢測套組,2,2022/05/13 10:26:02,0900營業時間販賣口罩.售完為止
5902054689,善全藥局,高雄市三民區義華路３９１號,120.3332,22.64339,(07)3960269,羅氏家用新冠病毒抗原自我檢測套組,9,2022/05/13 10:26:02,開始營業即販售，售完為止，其它看休息公告.
5902054858,勝發藥局,高雄市三民區金鼎路３５０號,120.3197,22.66521,(07)3474780,羅氏家用新冠病毒抗原自我檢測套組,3,2022/05/13 10:26:02,營業日08:00為販賣快篩試劑時間.售完為止
5902056754,大家藥局,高雄市三民區鼎中路２２９號１樓,120.3191,22.66421,(07)3107632,羅氏家用新冠病毒抗原自我檢測套組,25,2022/05/13 10:26:02,實名制快篩販售時間 星期一 ~ 六 上午  08:30-12:00
5902056807,長慶藥局,高雄市三民區金鼎路３１０號,120.3207,22.66513,(07)3105835,羅氏家用新冠病毒抗原自我檢測套組,28,2022/05/13 10:26:02,無
5902057288,育英藥局,高雄市三民區灣子里和順街３９號,120.3159,22.65336,(07)3824467,羅氏家用新冠病毒抗原自我檢測套組,6,2022/05/13 10:26:02,營業時間:8:30-21:00， 週日休息
5902057368,崧民藥師藥局,高雄市三民區金鼎路２２８號,120.3238,22.66483,(07)3102496,羅氏家用新冠病毒抗原自我檢測套組,22,2022/05/13 10:26:02,服務時間9:00-22:30自05／01日~5月31日
5902057519,伍陸藥局,高雄市三民區正興路９４號,120.3208,22.64597,(07)3890676,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/13 10:26:02,快篩發放時間早上08:30開始 售完為止
5902057546,華南藥局,高雄市三民區中和街１２４號,120.2878,22.63941,(07)3127483,羅氏家用新冠病毒抗原自我檢測套組,6,2022/05/13 10:26:02,快篩代售時間9:00起，售完為止，用餐時間不代售，週日不代售。
5902057680,健爾康藥局,高雄市三民區正興路２３號,120.3226,22.6456,(07)3965658,羅氏家用新冠病毒抗原自我檢測套組,3,2022/05/13 10:26:02,5／7起，營業日9 點開始販賣快篩時間，售完為止。
5902057902,利安藥局,高雄市三民區建工路５４５號,120.3213,22.64854,(07)3965550,羅氏家用新冠病毒抗原自我檢測套組,19,2022/05/13 10:26:02,營業日9:00AM起販賣口罩，售完為止
5902060150,永明藥局,高雄市新興區仁智街２２３號,120.3027,22.62084,(07)2619832,羅氏家用新冠病毒抗原自我檢測套組,24,2022/05/13 10:26:02,政府專用快篩劑限量販售中，週一至週日早上九點半起，售完為止！
5902080474,弘宗藥局,高雄市苓雅區武智街２號,120.3356,22.62303,(07)7211088,羅氏家用新冠病毒抗原自我檢測套組,2,2022/05/13 10:26:02,家用實名制快篩試劑，早上8時開始販售。
5902080518,福海藥局,高雄市苓雅區武慶三路５８號,120.332,22.61958,(07)7618855,羅氏家用新冠病毒抗原自我檢測套組,2,2022/05/13 10:26:02,早上09:00開始代售快篩，現場排隊售完為止，售出不退換。
5902080803,功安中西大藥局,高雄市苓雅區三多二路２９１號,120.3195,22.61858,(07)7215949,羅氏家用新冠病毒抗原自我檢測套組,27,2022/05/13 10:26:02,快篩試劑早上9:30開賣
5902080858,福興藥局,高雄市苓雅區成功一路５２號,120.2983,22.6131,(07)3331862,羅氏家用新冠病毒抗原自我檢測套組,26,2022/05/13 10:26:02,每日上午九點販賣快篩試劑售完止.營業時間9-21時.
5902081186,寶麒藥局,高雄市苓雅區三多一路１４４號,120.3315,22.62306,(07)7610355,羅氏家用新冠病毒抗原自我檢測套組,19,2022/05/13 10:26:02,1.快篩販售時間為營業時間.2.星期天不販售快篩試劑.3.停售口罩.
5902081328,東信藥局,高雄市苓雅區三多一路１８９號,120.3313,22.62258,(07)7613309,羅氏家用新冠病毒抗原自我檢測套組,13,2022/05/13 10:26:02,早上8:30開始發送號碼牌販售口罩，售完為止，假日正常販售
5902083582,健智藥局,高雄市苓雅區四維二路９６之２號,120.3192,22.62258,(07)7249153,羅氏家用新冠病毒抗原自我檢測套組,17,2022/05/13 10:26:02,營業日8:30~12:00為販賣快篩時間.售完為止
5902083591,晨安藥局,高雄市苓雅區興中一路１６０號,120.3096,22.61753,(07)3365463,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/13 10:26:02,每日上午9開始販賣快篩.售完為止
5902084749,琉璃光藥師藥局,高雄市苓雅區四維一路２９２號之一樓,120.3244,22.6242,(07)7160930,羅氏家用新冠病毒抗原自我檢測套組,7,2022/05/13 10:26:02,早上8點10分開始販賣
5902084785,新良安藥局,高雄市苓雅區苓雅二路１０６號,120.2987,22.61731,(07)3386980,羅氏家用新冠病毒抗原自我檢測套組,15,2022/05/13 10:26:02,早上8點45分開始代售實名制快篩.星期天早上有代售實名制快篩
5902085031,上好藥局,高雄市苓雅區四維一路六三號一樓,120.3294,22.6257,(07)7266863,羅氏家用新冠病毒抗原自我檢測套組,37,2022/05/13 10:26:02,快篩購買:上午10:30~／／／周六日上午10:00~
5902085166,景福藥局,高雄市苓雅區和平一路１４７之５號,120.3204,22.62364,(07)7719152,羅氏家用新冠病毒抗原自我檢測套組,44,2022/05/13 10:26:02,2／11早上9:00至下午15:00，2／12至16日休
5902085184,惠春藥局,高雄市苓雅區武慶三路９６號,120.3319,22.62043,(07)7611358,羅氏家用新冠病毒抗原自我檢測套組,2,2022/05/13 10:26:02,「藥局販售口罩時間，依藥局門口公告時間為主（售完為止）」
5902085228,永森藥局,高雄市苓雅區建國一路２９０號,120.3262,22.63308,(07)7163087,羅氏家用新冠病毒抗原自我檢測套組,9,2022/05/13 10:26:02,快篩代售時間:營業時間
5902090167,勝惠藥局,高雄市前鎮區忠孝里三多三路７１號,120.3122,22.6163,(07)3354766,羅氏家用新冠病毒抗原自我檢測套組,33,2022/05/13 10:26:02,快篩發放時間早上9點
5902092296,迎廣藥局,高雄市前鎮區林森三路１５０號２樓,120.3089,22.61357,(07)3321466,羅氏家用新冠病毒抗原自我檢測套組,43,2022/05/13 10:26:02,週一至周六08:30至12:00  15:00至18:00 19:00至21:30 星期六晚休息  星期日休息
5902092956,慈濟健保藥局,高雄市前鎮區鎮州路２１１號,120.3082,22.58819,(07)8159788,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/13 10:26:02,每天早上8點開始賣.售完為止藥局販售口罩時間，依藥局門口公告時間為主（售完為止）
5902110628,悅是康藥局,高雄市小港區漢民路２７６號,120.3536,22.56665,(07)8010012,羅氏家用新冠病毒抗原自我檢測套組,46,2022/05/13 10:26:02,每日早上10:00開賣、9點左右（店務處理完）領號碼牌、領完為止。
5903010181,永豐藥局,臺中市豐原區中山路４２２號１樓,120.7153,24.24733,(04)25280088,羅氏家用新冠病毒抗原自我檢測套組,13,2022/05/13 10:26:02,快篩星期一至五 早上9:30開始販售 星期六 下午3點開始販售 星期日公休
5903010270,福心藥局,臺中市豐原區中正路７１５號１樓,120.7014,24.2491,(04)25229292,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/13 10:26:02,快篩販賣時間早上10點.排隊人多則提前10分賣.不發號碼牌.現場販售週日休
5903010485,大樹圓環藥局,臺中市豐原區圓環東路６１７號１樓,120.7283,24.25084,(04)25122212,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/13 10:26:02,口罩販售時間：14:00 - 16:00
5903010609,隔壁藥局,臺中市豐原區一心路２４０之２號１樓,120.7007,24.24613,(04)25231527,羅氏家用新冠病毒抗原自我檢測套組,3,2022/05/13 10:26:02,無
5903020052,東勢福倫藥局,臺中市東勢區豐勢路４３８號,120.829,24.25586,(04)25876118,羅氏家用新冠病毒抗原自我檢測套組,32,2022/05/13 10:26:02,＜快篩＞ 5／7，5／8，5／9 早上08:30開賣.
5903020089,新明通藥局,臺中市東勢區豐勢路２３２號１樓,120.8302,24.25113,(04)25873969,羅氏家用新冠病毒抗原自我檢測套組,2,2022/05/13 10:26:02,5月9-14日  早上8:30  若有異動於門口公告
5903050103,北勢進騰藥局,臺中市沙鹿區北勢東路５０９之７號１樓,120.576,24.22526,(04)26330893,羅氏家用新冠病毒抗原自我檢測套組,60,2022/05/13 10:26:02,營業時間12:00-22:00，每日12:00販售實名制快篩
5903050176,全國藥局,臺中市沙鹿區臺灣大道７段９９２號,120.5622,24.24074,(04)26627097,羅氏家用新冠病毒抗原自我檢測套組,72,2022/05/13 10:26:02,快篩劑每日配送時間不同，依現場到貨為主，現場排隊購買
5903050274,鹿寮藥局,臺中市沙鹿區中山路４６１、４６１－１號１、２樓,120.5615,24.24387,(04)26630677,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/13 10:26:02,快篩實名制，每天16:00開始販售，售完為止。
5903060092,佑全梧棲文化藥局,臺中市梧棲區文化路二段１５０號１樓,120.531,24.25526,(04)26566433,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/13 10:26:02,實名快篩下午1：50發號碼牌；14：00開始販售
5903070052,后里宏安藥局,臺中市后里區福音路２８號１樓,120.7134,24.30512,(04)25581036,羅氏家用新冠病毒抗原自我檢測套組,4,2022/05/13 10:26:02,固定週一至五早上10點快篩發放周六下午2:30，週日休息。
5903080094,灃洲大藥局,臺中市神岡區豐洲路４６６－３號１樓,120.7045,24.26179,(04)25150169,羅氏家用新冠病毒抗原自我檢測套組,3,2022/05/13 10:26:02,星期日公休，實名制快篩販售時間為每日下午三點
5903090143,佳福藥局,臺中市潭子區中山路１段４３－１號,120.7023,24.19138,(04)25332982,羅氏家用新冠病毒抗原自我檢測套組,6,2022/05/13 10:26:02,每日中午12:00至下午3:00休息，星期六公休，營業日上午8:00快篩試劑開賣
5903090189,名方藥局,臺中市潭子區勝利路２８５號１樓,120.7004,24.21321,(04)25341777,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/13 10:26:02,快篩販售  （一）~（五） 下午6點    週（六）早上9點  週日不販售
5903090330,潭子炘星藥局,臺中市潭子區中山路一段９７號１樓,120.7023,24.19319,(04)25320107,羅氏家用新冠病毒抗原自我檢測套組,5,2022/05/13 10:26:02,快篩上午8:30開始販售，售完為止，中午12:00-3:00休息
5903100091,樂心藥局,臺中市大雅區建興路１４３號,120.6659,24.21654,(04)25682568,羅氏家用新冠病毒抗原自我檢測套組,14,2022/05/13 10:26:02,每日上午10:00販售。星期日公休
5903100206,民生藥局,臺中市大雅區民生路一段２２１號１樓,120.6512,24.22789,(04)25662229,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/13 10:26:02,快篩實名制，每天16:00開始販售，售完為止。
5903150153,溪南藥局,臺中市烏日區溪南路一段５６５號１樓,120.6431,24.07523,(04)23353666,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/13 10:26:02,快篩實名制，每天16:00開始販售，售完為止。
5903190139,劍橋藥局,臺中市太平區宜昌路５５２號１樓,120.7157,24.14758,(04)22776619,羅氏家用新冠病毒抗原自我檢測套組,28,2022/05/13 10:26:02,星期一到星期日
5903190335,育賢德侑藥局,臺中市太平區育賢路１０７號、１０９號,120.7219,24.15768,(04)23920696,羅氏家用新冠病毒抗原自我檢測套組,18,2022/05/13 10:26:02,實名制快篩販售時間：星期一~星期日 早上8:30點開賣（售完為止）
5903190362,太平中山藥局,臺中市太平區中山路４段１１號,120.7139,24.14931,(04)23959200,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/13 10:26:02,快篩實名制，每天16:00開始販售，售完為止。
5903190522,聖康佳禾藥局,臺中市太平區光興路８３１號,120.7307,24.1121,(04)22772065,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/13 10:26:02,周一到周六1130點開始發放  周日下午7點半
5903190586,樹孝炘星藥局,臺中市太平區樹孝路４７６號１樓,120.7203,24.15735,(04)23929578,羅氏家用新冠病毒抗原自我檢測套組,19,2022/05/13 10:26:02,快篩周一到周日早上8:00開賣，售完為止！異動資訊請洽博合耳鼻喉科粉絲專頁
5903190666,川越藥局,臺中市太平區新興二街１３６號１樓,120.7056,24.15992,(04)23935719,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/13 10:26:02,販售時間於臉書及IG 公布
5903190693,維肯藥局,臺中市太平區中興路７８－１號１樓,120.7163,24.12783,(04)23512198,羅氏家用新冠病毒抗原自我檢測套組,25,2022/05/13 10:26:02,實名制快篩 週一~六早上10點開始發放
5903190737,精武丁丁藥局,臺中市太平區中山路四段１３２－１號,120.7044,24.14856,(04)23957235,羅氏家用新冠病毒抗原自我檢測套組,4,2022/05/13 10:26:02,周一～周日於早上09：00開始販售實名制快篩試劑！丁丁藥局關心您！
5903200149,祥佑健保特約藥局,臺中市大里區中興路２段４０６號,120.6901,24.10769,(04)24866398,羅氏家用新冠病毒抗原自我檢測套組,77,2022/05/13 10:26:02,政府快篩代售時間:周一~周六早上10:30開始販售.現場排隊.售完為止（週日店休）
5903200229,信元藥局,臺中市大里區益民路２段３７２號１樓,120.684,24.11545,(04)24876051,羅氏家用新冠病毒抗原自我檢測套組,69,2022/05/13 10:26:02,下午5點發號碼牌並依序販賣
5903200372,國光丁丁藥局,臺中市大里區國光路２段５５１－１號１樓,120.6788,24.11241,(04)24069711,羅氏家用新冠病毒抗原自我檢測套組,20,2022/05/13 10:26:02,星期一至星期日早上9點依排隊順序直接領取
5903200443,佳霖藥局,臺中市大里區塗城路９６４號１樓,120.6933,24.09081,(04)24960895,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/13 10:26:02,健保卡快篩:（周日和周三停賣）.請備好健保卡和500元整.下午3點半開賣.現場排隊／售完為止
5903200569,和信健康藥局,臺中市大里區德芳路一段５９號,120.6905,24.11342,(04)24833677,羅氏家用新冠病毒抗原自我檢測套組,11,2022/05/13 10:26:02,9am，發號碼牌，周日休
5903200587,大里安德健保藥局,臺中市大里區大明路１１７號,120.6861,24.11527,(04)24875607,羅氏家用新冠病毒抗原自我檢測套組,20,2022/05/13 10:26:02,早上9點開始發放
5903200596,大樹大里藥局,臺中市大里區中興路二段１０１號,120.6885,24.10305,(04)24861133,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/13 10:26:02,快篩實名制，每天16:00開始販售，售完為止。
5903200649,躍獅日新藥局,臺中市大里區日新路３４２號１樓,120.6925,24.11528,(04)24822345,羅氏家用新冠病毒抗原自我檢測套組,13,2022/05/13 10:26:02,每日9:00代售口罩及快篩（星期日公休）（週六到17:30）
5903200667,永欣東榮藥局,臺中市大里區東榮路３７０號１樓,120.6836,24.11032,(04)24810599,羅氏家用新冠病毒抗原自我檢測套組,21,2022/05/13 10:26:02,快篩發放無特定時間.收到貨即發放.營業時間早上08:30至晚上10:00
5903200756,佑全大里大明藥局,臺中市大里區大明路３６０、３６２號,120.6787,24.11511,(04)24818633,羅氏家用新冠病毒抗原自我檢測套組,79,2022/05/13 10:26:02,實名制快篩，開賣時間:下午14:00，售完為止
5903220169,公園大藥局,臺中市中區公園路９５號１樓,120.6796,24.1462,(04)22062682,羅氏家用新冠病毒抗原自我檢測套組,69,2022/05/13 10:26:02,每日上午8點至下午11點59分
5903220196,日安藥局,臺中市中區臺灣大道一段３３０號１樓,120.6801,24.1422,(04)22234246,羅氏家用新冠病毒抗原自我檢測套組,83,2022/05/13 10:26:02,週一至週六 下午2:30開始販售快篩   週日 早上9:30開始販售
5903240143,利民藥局,臺中市西區四維街２３號１樓,120.6758,24.13714,(04)22292931,羅氏家用新冠病毒抗原自我檢測套組,2,2022/05/13 10:26:02,平日營業時間10-20，周六10-15，周日休。實名制快篩下午2點半現場排隊販售至售完或營業結束。
5903240152,陽光藥局,臺中市西區中美街３０５號１樓,120.6601,24.14977,(04)23020711,羅氏家用新冠病毒抗原自我檢測套組,35,2022/05/13 10:26:02,正在銷售，售完為止。藥局LineID: cmjsunny歡迎加入詢問
5903240198,鑫祐藥局,臺中市西區民權路３０２－５號,120.67,24.14767,(04)23027778,羅氏家用新冠病毒抗原自我檢測套組,27,2022/05/13 10:26:02,實名快篩每日開賣時間以店外公告為主，1人1或2卡，週一至週六早上銷售，週日停售
5903240376,台丞藥局,臺中市西區三民路一段１６６－５號,120.6746,24.13743,(04)22279666,羅氏家用新冠病毒抗原自我檢測套組,12,2022/05/13 10:26:02,快篩實名制販賣時間即營業時間：早上0800開始販售，週日無營業
5903240438,真誠藥局,臺中市西區美村路一段３７８號１樓,120.6615,24.14458,(04)23015750,羅氏家用新冠病毒抗原自我檢測套組,23,2022/05/13 10:26:02,世鴻診所旁，星期一~星期六8:30開始賣，中午休息，週日休息。有困難，找藥師幫忙
5903240492,好好誠美藥局,臺中市西區向上北路１８６號１樓,120.6611,24.14797,(04)23022838,羅氏家用新冠病毒抗原自我檢測套組,6,2022/05/13 10:26:02,快篩販售時間下午兩點
5903250041,小林健保藥局,臺中市南區美村路２段１８２號,120.6631,24.12549,(04)22622099,羅氏家用新冠病毒抗原自我檢測套組,24,2022/05/13 10:26:02,固定周一到周日，早上8:00發號碼牌，下午4:30開始販賣防疫口罩
5903250381,大樹美村藥局,臺中市南區美村南路１２４號,120.667,24.11499,(04)22621113,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/13 10:26:02,口罩販售時間：14:00 - 16:00
5903250505,心安藥局,臺中市南區國光路２４１號１樓,120.6794,24.12676,(04)22858773,羅氏家用新冠病毒抗原自我檢測套組,15,2022/05/13 10:26:02,每天下午三點排隊開賣，一人一卡，週日公休. 已售完!
5903250587,俊達藥師藥局,臺中市南區五權南路５２９號１樓,120.6698,24.11692,(04)22650023,羅氏家用新冠病毒抗原自我檢測套組,34,2022/05/13 10:26:02,快篩販售時間上午9點至12點，周日店休
5903250596,白金藥局,臺中市南區復興路一段３８０號４樓,120.6564,24.11572,(04)22609879,羅氏家用新冠病毒抗原自我檢測套組,19,2022/05/13 10:26:02,星期一至六早上9:30開始販售快篩
5903250612,杏一南區台中藥局,臺中市南區台中路６６、６８號１樓,120.683,24.1339,(04)22220652,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/13 10:26:02,每日下午4點開始販售實名制快篩，售完為止。一人一卡一盒
5903250658,田園藥局,臺中市南區學府路１６０號１樓,120.6742,24.12909,(04)22220605,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/13 10:26:02,每週三公休。每天14:30 開始販售，一人限一卡，依到貨數量販售
5903260421,忠明小林健保藥局,臺中市北區忠明路１６１號,120.6642,24.16235,(04)22013666,羅氏家用新冠病毒抗原自我檢測套組,36,2022/05/13 10:26:02,每日早上8點發號碼牌及收健保卡，下午4點半領回
5903260449,喜樂藥局,臺中市北區中清路１段３１號,120.677,24.1529,(04)22060423,羅氏家用新冠病毒抗原自我檢測套組,55,2022/05/13 10:26:02,快篩實名制，每日早上9:30開始販售，售完為止。
5903260654,康新藥局,臺中市北區五權路２３２號,120.677,24.15078,(04)22020008,羅氏家用新冠病毒抗原自我檢測套組,47,2022/05/13 10:26:02,無
5903260681,昭德藥師藥局,臺中市北區西屯路一段３４５號,120.6654,24.16007,(04)23235655,羅氏家用新冠病毒抗原自我檢測套組,16,2022/05/13 10:26:02,早上八點至下午十一點營業，上午九點至下午九點現場排隊過卡買口罩，售完為止
5903260707,新藥林藥局,臺中市北區健行路４４５－５號１樓,120.6803,24.15896,(04)22053458,羅氏家用新冠病毒抗原自我檢測套組,88,2022/05/13 10:26:02,.快篩:星期一~星期五 下午3點開始，星期六下午一點，星期三.日公休，現場排隊
5903260789,瑞昌藥局,臺中市北區學士路１５５號１樓,120.6807,24.15841,(04)22056819,羅氏家用新冠病毒抗原自我檢測套組,24,2022/05/13 10:26:02,每日中午9:00開始販售，販售至21:30（周日不販售）
5903260798,光恒藥局,臺中市北區五權路２６１號１樓,120.6767,24.15097,(04)22068638,羅氏家用新冠病毒抗原自我檢測套組,31,2022/05/13 10:26:02,無
5903260814,杏一北區文心藥局,臺中市北區文心路４段２１０－８號１、２樓,120.678,24.1729,(04)22993847,羅氏家用新冠病毒抗原自我檢測套組,4,2022/05/13 10:26:02,實名制禮拜-~禮拜五下午16:00禮拜六中午12:00 禮拜天早上9:00販售
5903260878,927達霖藥師藥局,臺中市北區中華路二段２０１號１樓,120.6822,24.15278,(04)22060030,羅氏家用新冠病毒抗原自我檢測套組,12,2022/05/13 10:26:02,無
5903260896,中清丁丁藥局,臺中市北區中清路一段５３１號１樓,120.6728,24.1678,(04)22919866,羅氏家用新冠病毒抗原自我檢測套組,29,2022/05/13 10:26:02,快篩實名制到貨後開始販售  facebook公告 賣完為止
5903260985,森川健保藥局,臺中市北區五權路２５１號１樓,120.6764,24.15074,(09)78157008,羅氏家用新冠病毒抗原自我檢測套組,94,2022/05/13 10:26:02,快篩試劑到貨，即刻開賣，不必拿號碼牌，不必排隊，售完為止（因不拿號碼牌，所以APP上面的庫存數是準的）
5903270089,信心藥局,臺中市西屯區四川路１９０號,120.6559,24.16046,(04)23163430,羅氏家用新冠病毒抗原自我檢測套組,3,2022/05/13 10:26:02,每天早上08:00開始販售快篩試劑，售完為止
5903270105,樂得好大藥局,臺中市西屯區上石路２號１樓,120.644,24.16669,(04)24521173,羅氏家用新冠病毒抗原自我檢測套組,21,2022/05/13 10:26:02,試劑09:00販賣（依到貨狀況滾動式調整）
5903270230,大心藥局,臺中市西屯區西屯路２段２９５－１９號,120.6418,24.17795,(04)24528355,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/13 10:26:02,實名制快篩，早上9:00開始販售（售完為止），星期日固定公休
5903270347,甘肅安德藥局,臺中市西屯區甘肅路２０２－３號,120.6573,24.16838,(04)23165935,羅氏家用新冠病毒抗原自我檢測套組,5,2022/05/13 10:26:02,周一至五早上8:00，週六至周日早上9:00開始依序販快篩，售完為止
5903270365,麒霖藥局,臺中市西屯區福順路３０７號１樓,120.6185,24.1832,(04)24638978,羅氏家用新冠病毒抗原自我檢測套組,47,2022/05/13 10:26:02,販售健保快篩時間：週一至週六10:00開始至售完、週日公休。
5903270392,瑞德大藥局,臺中市西屯區中清西二街８４號,120.6671,24.17511,(04)22939820,羅氏家用新冠病毒抗原自我檢測套組,33,2022/05/13 10:26:02,固定周一至周日早上9:00開始販售口罩.售完為止
5903270409,維恩藥局,臺中市西屯區甘肅路一段１９５號,120.6568,24.16846,(04)23174277,羅氏家用新冠病毒抗原自我檢測套組,2,2022/05/13 10:26:02,營業時間:星期一~星期日（08:30-22:00）快篩:07:30AM（依序隨到隨售.售完為止）
5903270749,大墩藥局,臺中市西屯區大墩１９街６８號１樓,120.6518,24.15734,(04)23209602,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/13 10:26:02,每天下午三點開賣，請提早來排隊（視排隊狀況會提早發售）
5903270776,河南丁丁藥局,臺中市西屯區河南路４段１９１號,120.6367,24.15565,(04)22511658,羅氏家用新冠病毒抗原自我檢測套組,10,2022/05/13 10:26:02,周一至周日每天上午9:00開始販售實名制快篩
5903270847,分子藥局,臺中市西屯區惠來路二段２３６－１號,120.6421,24.16318,(04)22513080,羅氏家用新冠病毒抗原自我檢測套組,51,2022/05/13 10:26:02,發放時間週一至週日早上10點起售完為止
5903270936,新元藥局,臺中市西屯區文心路三段５３２號１樓,120.6659,24.17267,(04)23121383,羅氏家用新冠病毒抗原自我檢測套組,44,2022/05/13 10:26:02,5／1-5／2公休，快篩為滾動式配送，請電洽04-23121383
5903271022,西屯藥局,臺中市西屯區西屯路三段１５０－４５號１樓,120.621,24.18716,(04)24621822,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/13 10:26:02,快篩實名制，每天16:00開始販售，售完為止。
5903271139,百吉藥局,臺中市西屯區青海路一段７１號１樓,120.6547,24.1644,(04)23135698,羅氏家用新冠病毒抗原自我檢測套組,24,2022/05/13 10:26:02,周六休息
5903271157,富康家健保藥局,臺中市西屯區漢成四街８號１樓,120.6652,24.17026,(04)23174741,羅氏家用新冠病毒抗原自我檢測套組,14,2022/05/13 10:26:02,無
5903271175,維康中榮藥局,臺中市西屯區東大路一段１３號１樓,120.6022,24.18315,(04)23593195,羅氏家用新冠病毒抗原自我檢測套組,19,2022/05/13 10:26:02,無
5903271193,何安藥局,臺中市西屯區西屯路二段１０１號Ｂ棟１樓,120.6531,24.16616,(04)23161110,羅氏家用新冠病毒抗原自我檢測套組,2,2022/05/13 10:26:02,快篩實名制，每天16:00開始販售，售完為止。
5903271282,禾安藥局,臺中市西屯區西屯路二段１２６之８號,120.6518,24.16682,(04)23176162,羅氏家用新冠病毒抗原自我檢測套組,53,2022/05/13 10:26:02,無
5903271308,祐生藥局,臺中市西屯區文華路３之１號１樓,120.6447,24.17535,(04)24517169,羅氏家用新冠病毒抗原自我檢測套組,190,2022/05/13 10:26:02,快篩發放時間：第一批中午12:00，第二批傍晚18:00，售完為止
5903280245,大墩何藥局,臺中市南屯區大敦南路４３１號１．２樓,120.6476,24.13497,(04)24710655,羅氏家用新冠病毒抗原自我檢測套組,14,2022/05/13 10:26:02,防疫用快篩試劑上午9點開始販售，售完為止
5903280361,誠美健保藥局,臺中市南屯區南屯路２段１６９號１樓,120.6509,24.1361,(04)24752000,羅氏家用新冠病毒抗原自我檢測套組,21,2022/05/13 10:26:02,週一~週六快篩試劑早上九點開賣（週日公休），售完為止!
5903280398,元生連鎖保健藥局,臺中市南屯區大墩路９２２號１樓,120.651,24.15713,(04)23273267,羅氏家用新冠病毒抗原自我檢測套組,28,2022/05/13 10:26:02,無
5903280567,康總藥局,臺中市南屯區南屯路二段１０１號１樓,120.6524,24.13579,(04)24735285,羅氏家用新冠病毒抗原自我檢測套組,25,2022/05/13 10:26:02,周一到周日每日上午收到貨立即發送，發完為止（營業時間到晚上10:00）。
5903280585,康得藥局,臺中市南屯區向上路三段４５號,120.6354,24.14623,(04)23820981,羅氏家用新冠病毒抗原自我檢測套組,43,2022/05/13 10:26:02,.5／13（五）營業9點開始販售快篩試劑（每日更新）
5903280656,熊大心藥局,臺中市南屯區河南路四段３７６號,120.6369,24.15208,(04)22516252,羅氏家用新冠病毒抗原自我檢測套組,25,2022/05/13 10:26:02,app庫存錯誤。周一至周六，15:00-16:00售實名制快篩
5903280683,詠悅藥局,臺中市南屯區大墩十二街６３７號,120.6369,24.15009,(04)22515012,羅氏家用新冠病毒抗原自我檢測套組,26,2022/05/13 10:26:02,快篩實名制販售時間:周一~周六早上9點開賣，售完為止
5903280718,樂活藥局,臺中市南屯區大聖街３３２號１樓,120.6508,24.15401,(04)23106301,羅氏家用新冠病毒抗原自我檢測套組,20,2022/05/13 10:26:02,無
5903280745,亨宇藥局,臺中市南屯區東興路二段２９－２號１樓,120.6529,24.13688,(04)24711206,羅氏家用新冠病毒抗原自我檢測套組,90,2022/05/13 10:26:02,無
