機構代碼,區域,縣市,行政區,機構名稱,地址,電話,經度,緯度
0146010013,東區,臺東縣,台東市,衛生福利部臺東醫院,臺東縣台東市五權街１號,089-324112 ,121.150649,22.757025
1146010041,東區,臺東縣,台東市,天主教花蓮教區醫療財團法人台東聖母醫院,臺東縣台東市杭州街2號,089-322833,121.1463877,22.7577577
0291010010,台北區,連江縣,南竿鄉,連江縣立醫院,連江縣南竿鄉復興村217號,083-623995 ,119.948945,26.161011
2391020010,台北區,連江縣,北竿鄉,北竿衛生所,連江縣北竿鄉塘岐村25號,083-655592 ,119.9963,26.223229
2391040012,台北區,連江縣,東引鄉,東引衛生所,連江縣東引鄉中柳村123號,083-677206 ,120.490658,26.367287
2391030016,台北區,連江縣,莒光鄉,西莒衛生所,連江縣莒光鄉青帆村14－1號,083-689122 ,119.937967,25.967984
2391030026,台北區,連江縣,莒光鄉,東莒衛生所,連江縣莒光鄉大坪村30－1號,083-689038 ,119.976883,25.958155
2346110014,東區,臺東縣,綠島鄉,臺東縣綠島鄉衛生所,臺東縣綠島鄉中寮村1－1號,089-672511,121.469647,22.673159
2346160014,東區,臺東縣,蘭嶼鄉,臺東縣蘭嶼鄉衛生所,臺東縣蘭嶼鄉紅頭村36號,089-732575,121.554739,22.024836
0190030516,台北區,金門縣,烈嶼鄉,衛生福利部金門醫院-烈嶼院區,金門縣烈嶼鄉后井37號,082-364268,118.242498,24.4309
3501151269,台北區,臺北市,士林區,粱耳鼻喉科診所,台北市士林區社正路12之1號,02-28168456,121.509303,25.08855
3501154475,台北區,臺北市,士林區,樹爸爸親子診所,台北市士林區德行東路286號,02-28381838,121.535979,25.109961
3501022610,台北區,臺北市,大安區,陳建銓耳鼻喉科診所,台北市大安區樂利路93號,02-27365811,121.552278,25.025507
350102A107,台北區,臺北市,大安區,夏爾診所,台北市大安區信義路四段265巷54號,02-23255508,121.555537,25.034984
3501107574,台北區,臺北市,中山區,榮星診所,台北市中山區龍江路272號,02-25168112,121.540638,25.060607
3501112815,台北區,臺北市,內湖區,魏之明小兒科診所,台北市內湖區康寧路三段54-6號,02-26306968,121.609493,25.071431
3501113330,台北區,臺北市,內湖區,仁弘耳鼻喉科診所,台北市內湖區內湖路一段737巷50弄37號一樓,02-26596360,121.578401,25.080693
3501200785,台北區,臺北市,文山區,陳建業診所,台北市文山區景文街86號,02-29358181,121.541149,24.989283
3501195869,台北區,臺北市,萬華區,益銓診所,台北市萬華區萬大路233號,02-23331323,121.500595,25.026491
3501196071,台北區,臺北市,萬華區,名家耳鼻喉科診所,台北市萬華區西藏路107-2號,02-23036513,121.503456,25.029553
3531025307,台北區,新北市,三重區,詹益智耳鼻喉科診所,新北市三重區重陽路四段6號1樓,02-29859589,121.490632,25.068935
3531026368,台北區,新北市,三重區,康倍耳鼻喉科診所,新北市三重區正義北路117號,02-29849506,121.496903,25.065958
3531024122,台北區,新北市,三重區,保順聯合診所,新北市三重區正義北路5號,02-29845630,121.4979038,25.06275694
3531092086,台北區,新北市,三峽區,文化耳鼻喉科診所,新北市三峽區文化路127號,02-86719555,121.369851,24.93621104
3531092175,台北區,新北市,三峽區,泓廷耳鼻喉科診所,新北市三峽區文化路127號,02-86719555,121.369851,24.93621104
3531046075,台北區,新北市,中和區,力禾耳鼻喉科診所,新北市中和區連城路15號,02-82457641,121.499013,25.002127
3531042586,台北區,新北市,中和區,陳建良耳鼻喉科診所,新北市中和區景新街465號,02-89413009,121.513388,24.988244
3531044491,台北區,新北市,中和區,嘉仁診所,新北市中和區華順街132號,02-29521878,121.46492,24.996272
3531045381,台北區,新北市,中和區,中和重慶耳鼻喉科診所,新北市中和區中和路127號,02-22426600,121.501804,25.000122
3531044553,台北區,新北市,中和區,翰霖耳鼻喉科診所,新北市中和區景安路202號,02-22462238,121.5040033,24.99124453
3531033827,台北區,新北市,永和區,和安耳鼻喉科診所,新北市永和區中和路525號,02-29223000,121.511129,25.002872
3531034155,台北區,新北市,永和區,頂溪耳鼻喉科診所,新北市永和區永和路二段139-1號1樓,02-29290066,121.515041,25.012561
3531034388,台北區,新北市,永和區,誠新耳鼻喉科診所,新北市永和區永和路二段173號,02-22318000,121.515224,25.013207
3531112707,台北區,新北市,汐止區,大同耳鼻喉科診所,新北市汐止區大同路二段300號,02-26919292,121.655362,25.066471
3531113366,台北區,新北市,汐止區,育和診所,新北市汐止區中正路31號,02-26486803,121.662328,25.070246
3531010137,台北區,新北市,板橋區,周耳鼻喉科診所,新北市板橋區文化路二段五號,02-22525158,121.468466,25.024262
3531013076,台北區,新北市,板橋區,林國本耳鼻喉科診所,新北市板橋區文聖街6號,02-22557445,121.475227,25.032394
3531016102,台北區,新北市,板橋區,雙十鄭林診所,新北市板橋區雙十路二段138號,02-82595133,121.473795,25.029057
3531016433,台北區,新北市,板橋區,熊明旺耳鼻喉科診所,新北市板橋區中山路二段84之2號,02-89525545,121.474835,25.016099
3531171439,台北區,新北市,林口區,黃紹基診所,新北市林口區民有街156號1樓,02-26005385,121.37255,25.075984
3531065123,台北區,新北市,新莊區,志安診所,新北市新莊幸福路521號,02-22769455,121.4554569,25.04933832
3531061938,台北區,新北市,新莊區,錦明耳鼻喉科診所,新北市新莊區民安路195號,02-22028080,121.426173,25.022614
3531062168,台北區,新北市,新莊區,馨平耳鼻喉科診所,新北市新莊區中平路82巷12號,02-89921881,121.445417,25.044781
3531063594,台北區,新北市,新莊區,沈耳鼻喉科診所,新北市新莊區富國路67號1樓,02-29016119,121.419869,25.02616
3531064368,台北區,新北市,新莊區,吳小兒科診所,新北市新莊區中平路297號,02-22799955,121.444672,25.051072
3531065267,台北區,新北市,新莊區,陳世中耳鼻喉科診所,新北市新莊區中平路277號1F,02-89928126,121.444688,25.05018
3531071943,台北區,新北市,樹林區,朱水松耳鼻喉科診所,新北市樹林區中山路一段151之2號,02-26812928,121.422068,24.989007
3531072084,台北區,新北市,樹林區,蔡瓊倩內科診所,新北市樹林區中山路一段151之2號,02-26812928,121.422058,24.989033
3531142090,台北區,新北市,蘆洲區,鴻文耳鼻喉科診所,新北市蘆洲區集賢路224巷14號,02-82863222,121.481942,25.087038
3531142947,台北區,新北市,蘆洲區,本一診所,新北市蘆洲區長榮路43-1號1樓,02-22836622,121.462967,25.082716
3531143686,台北區,新北市,蘆洲區,蘆洲現代耳鼻喉科診所,新北市蘆洲區集賢路306號1樓,02-82811112,121.481358,25.085131
3531143695,台北區,新北市,蘆洲區,蘆洲集賢耳鼻喉科診所,新北市蘆洲區集賢路306號,02-82811112,121.481358,25.085131
3531143855,台北區,新北市,蘆洲區,福安小兒科診所,新北市蘆洲區中正路131號1樓,02-82816880,121.469391,25.084572
3531142394,台北區,新北市,蘆洲區,超群耳鼻喉科診所,新北市蘆洲區長安街78號1樓,02-28487547,121.462344,25.080349
3532082379,北區,桃園市,八德區,郭淵進診所,桃園市八德區興豐路650號1樓,03-3732373,121.295374,24.930848
3532082726,北區,桃園市,八德區,李耳鼻喉科診所,桃園市八德區介壽路一段907號,03-3630063,121.299749,24.960214
3532031943,北區,桃園市,大溪區,大桃園耳鼻喉科診所,桃園市大溪區康莊路100號,03-3870976,121.288064,24.88211
3532027172,北區,桃園市,中壢區,佳國耳鼻喉科診所,桃園市中壢區中北路47號1樓,03-4664735,121.236829,24.956136
3532012804,北區,桃園市,桃園區,柯福順耳鼻喉科診所,桃園市桃園區中山路613號,03-2201122,121.294167,24.990919
3532012966,北區,桃園市,桃園區,鴻林耳鼻喉科診所,桃園市桃園區中正路567號,03-3377088,121.304908,25.004038
3532014273,北區,桃園市,桃園區,楊文彬耳鼻喉科診所,桃園市桃園區春日路850號1樓,03-3150628,121.309381,25.014804
3532014782,北區,桃園市,桃園區,李柏鋒診所,桃園市桃園區中山路807號,03-2207480,121.289171,24.989895
3532015190,北區,桃園市,桃園區,健新耳鼻喉科診所,桃園市桃園區建國路18號1樓,03-3750778,121.317322,24.986035
3532015896,北區,桃園市,桃園區,慈文診所,桃園市桃園區中正路566號,03-3355482,121.30546,25.003736
3532016919,北區,桃園市,桃園區,大中骨科診所,桃園市桃園區中正路566號,03-3355482,121.30546,25.003736
3532014773,北區,桃園市,桃園區,何翊菁診所,桃園市桃園區中埔六街123號1樓,03-3551192、03-3551466,121.2953991,25.01783393
3532041681,北區,桃園市,楊梅區,邵耳鼻喉科診所,桃園市楊梅區中興路105號,03-4813212,121.1819444,24.9186313
3532070548,北區,桃園市,龜山區,遠東耳鼻喉科診所,桃園市龜山區萬壽路二段997號,03-3502720,121.336781,24.994712
3532072159,北區,桃園市,龜山區,南崁現代診所,桃園市龜山區南祥路40號,03-3218080,121.297427,25.046271
3532072499,北區,桃園市,龜山區,無尾熊診所,桃園市龜山區文學路261號1樓,03-3278068,121.3891815,25.04157523
3532051847,北區,桃園市,蘆竹區,宏安耳鼻喉科診所,桃園市蘆竹區南昌路261號,03-2122946,121.291754,25.040157
3512042244,北區,新竹市,北區,祐庭耳鼻喉科診所,新竹市北區光華街99-1號1樓,03-5351166,120.971673,24.818121
3512010126,北區,新竹市,東區,林安復耳鼻喉科診所,新竹市東區中華路二段159號,03-5355890,120.979828,24.807053
3512011132,北區,新竹市,東區,彭耳鼻喉科診所,新竹市東區中央路195號,03-5428888,120.973597,24.808684
3512011196,北區,新竹市,東區,普惠耳鼻喉科,新竹市東區食品路259號,03-5615151,120.973793,24.795472
3512011267,北區,新竹市,東區,邱國華耳鼻喉科診所,新竹市東區北大路66 號,03-5358758,120.972097,24.812424
3512011356,北區,新竹市,東區,英慈耳鼻喉科診所,新竹市東區光復路2段308號,03-5722846,120.998682,24.795555
3512013449,北區,新竹市,東區,禾康耳鼻喉科診所,新竹市東區西大路142號,03-5623358,120.970001,24.796852
3512013805,北區,新竹市,東區,陽光診所,新竹市東區光復路一段360之5號,03-6662028,121.017513,24.783565
3512014115,北區,新竹市,東區,昇安診所,新竹市東區龍山東路1號,03-6662783,121.011666,24.789563
3512014133,北區,新竹市,東區,晨心兒科診所,新竹市東區中央路163號1樓,03-5322066,120.972635,24.808306
3533052820,北區,新竹縣,竹北市,竹北上允耳鼻喉科診所,新竹縣竹北市勝利一路111號,03-6672585,121.027563,24.821493
3533052679,北區,新竹縣,竹北市,新瓦屋小兒科診所,新竹縣竹北市文興路一段150號1樓,03-6585996,121.026601,24.81123596
3533030440,北區,新竹縣,竹東鎮,呂紹達內科診所,新竹縣竹東鎮大同路19號,03-5966228,121.087343,24.737732
3533032015,北區,新竹縣,竹東鎮,平安葉國安耳鼻喉科診所,新竹縣竹東鎮東寧路三段21號3樓,03-5950002,121.088153,24.736922
3533071058,北區,新竹縣,橫山鄉,橫山庄診所,新竹縣橫山鄉橫山街一段216號,03-5931395,121.116787,24.718767
3533051476,北區,新竹縣,竹北市,宏仁耳鼻喉專科診所,新竹縣竹北市中正東路265號,03-5558699,121.013443,24.835179
3535050235,北區,苗栗縣,頭份市,莊耳鼻喉科診所,苗栗縣頭份市中華路938號,037-681787,120.908034,24.686109
3535051830,北區,苗栗縣,頭份市,黃耳鼻喉科診所,苗栗縣頭份市中華路938號,037-681787,120.908027,24.686112
3536030451,中區,臺中市,大甲區,琉璃光診所,台中市大甲區順天路342號,04-26873051,120.6272075,24.35025191
3517082999,中區,臺中市,北屯區,承安耳鼻喉科診所,台中市北屯區北屯路441號,04-22425252,120.700744,24.179698
3517020891,中區,臺中市,東區,惟康耳鼻喉科診所,台中市東區建成路662號,04-22808716,120.69053,24.132027
3536021452,中區,臺中市,東勢區,長頸鹿小兒科診所,台中市東勢區豐勢路418號,04-25771809,120.8292479,24.25540886
3503280987,中區,臺中市,南屯區,主悅診所,台中市南屯區干城街269號1樓,04-22540711,120.632392,24.152346
3517073356,中區,臺中市,南屯區,東寧耳鼻喉科診所,台中市南屯區東興路二段289號1樓,04-24711200,120.652861,24.144138
3536012515,中區,臺中市,豐原區,張宗聖耳鼻喉科診所,台中市豐原區中正路66號,04-25200049,120.7215,24.252807
3536131220,中區,臺中市,外埔區,佳優診所,台中市外埔區甲后路三段1042號,04-26832807,120.653134,24.332151
3503272145,中區,臺中市,西屯區,台中工業區員工診所,台中市西屯區工業五路二號,04-23507295,120.607879,24.168796
3536020339,中區,臺中市,東勢區,維恩耳鼻喉科診所,台中市東勢區豐勢路372號,04-25885413,120.829586,24.254369
3538011918,中區,南投縣,南投市,蔡良迪診所,南投縣南投市中學西路85號,049-2391296,120.6912946,23.94614402
3522011555,南區,嘉義市,東區,趙善楷耳鼻喉科診所,嘉義市東區新生路230號,05-2759955,120.46093,23.48412
3521030378,南區,臺南市,中西區,李朝泰小兒科診所,台南市中西區成功路319號,06-2256618,120.200418,22.999849
3521042654,南區,臺南市,北區,許庭碩耳鼻喉科診所,台南市北區臨安路二段252號,06-2282238,120.201365,23.004221
3521040838,南區,臺南市,北區,陳文?耳鼻喉科診所,台南市北區公園路703號,06-2833398,120.2144726,23.01685383
3505310068,南區,臺南市,永康區,成美診所,台南市永康區中華路393號,06-3039028,120.233076,23.009423
3541311098,南區,臺南市,永康區,許進賢耳鼻喉科診所,台南市永康區大灣里民族路376號,06-2724321,120.266668,23.007929
3541312871,南區,臺南市,永康區,阮嵩翔耳鼻喉科診所,台南市永康區大灣路930號,06-2728334,120.255268,22.999642
3505370055,南區,臺南市,安南區,杏安耳鼻喉科診所,台南市安南區安中路一段675號1樓,06-2550296,120.197306,23.041803
3521062478,南區,臺南市,安南區,陳昱成耳鼻喉科診所,台南市安南區海佃路一段196號,06-2800178,120.191692,23.02494
3505050183,南區,臺南市,佳里區,佳安診所,台南市佳里區中山路188號 ,06-7237768,120.17718,23.15922
3521013108,南區,臺南市,東區,陳勃旭耳鼻喉科診所,台南市東區崇善路438號,06-3358868,120.22918,22.973756
3505060027,南區,臺南市,新化區,膚仕美診所,台南市新化區忠孝路142號1樓,06-5988605,120.303673,23.037899
3541061691,南區,臺南市,新化區,徐小兒科診所,台南市新化區中山路193號,06-5901995,120.3102999,23.03669633
3541280203,南區,臺南市,歸仁區,蘇祐嘉耳鼻喉科診所,台南市歸仁區中山路二段145號,06-2307147,120.290969,22.966987
3502054465,高屏區,高雄市,三民區,謝明容耳鼻喉科診所,高雄市三民區三民區大昌二路142號1樓,07-3973999,120.332324,22.644197
3502054527,高屏區,高雄市,三民區,黃志維耳鼻喉科診所,高雄市三民區建工路608號,07-3947605,120.323138,22.649477
3507320231,高屏區,高雄市,三民區,崇田耳鼻喉科診所,高雄市三民區建工路302號1樓,07-3899900,120.331613,22.653659
3502112104,高屏區,高雄市,小港區,合田耳鼻喉科診所,高雄市小港區漢民路337號1F,07-8013571,120.355224,22.567098
3502030554,高屏區,高雄市,左營區,加安耳鼻喉科診所,高雄市左營區左營大路95號,07-5816899,120.288363,22.682679
3502030723,高屏區,高雄市,左營區,楊宜璋耳鼻喉科診所,高雄市左營區明誠二路362號,07-5591007,120.307227,22.661249
3502033297,高屏區,高雄市,左營區,福山診所,高雄市左營區重愛路218號,07-3482323,120.315601,22.685597
3502070825,高屏區,高雄市,前金區,余國榮耳鼻咽喉科診所,高雄市前金區中華三路227 號,07-2167126,120.293929,22.633792
3542200272,高屏區,高雄市,梓官區,蔡政達診所,高雄市梓官區廣澤路2號2樓,07-6173295,120.255339,22.72978361
3507330595,高屏區,高雄市,新興區,雄大診所,高雄市新興區民族二路90號,07-2232000,120.3138301,22.63357609
3507310164,高屏區,高雄市,楠梓區,林邑樵耳鼻喉科診所,高雄市楠梓區益群路6號,07-3600819,120.297783,22.72363
3507310342,高屏區,高雄市,楠梓區,建霖診所,高雄市楠梓區鳳楠路248號1樓,07-3523006,120.329623,22.726123
3507310351,高屏區,高雄市,楠梓區,季建華耳鼻喉科診所,高雄市楠梓區加昌路618號1樓,07-3663331,120.298018,22.71554
3402040512,高屏區,高雄市,楠梓區,日月光半導體製造股份有限公司附設員工醫務室,高雄市楠梓區經五路123號,07-3617131#10003,120.3013484,22.72199139
3542011935,高屏區,高雄市,鳳山區,唯均耳鼻喉科診所,高雄市鳳山區海洋2路139號,07-7638199,120.348331,22.6128
3543031646,高屏區,屏東縣,東港鎮,侯友益耳鼻喉科診所,屏東縣東港鎮光復路一段311號,08-8337001,120.458326,22.469742
3543011779,高屏區,屏東縣,屏東市,華正診所,屏東縣屏東市華正路6號,08-7378806,120.5036206,22.68724362
3545011124,東區,花蓮縣,花蓮市,嘉光耳鼻喉科診所,花蓮縣花蓮市明禮路71之5號,03-8341440,121.608309,23.982284
3531022459,台北區,新北市,三重區,正一耳鼻喉科診所,新北市三重區正義北路310之1號,02-29848827,121.497932,25.062474
3531132478,台北區,新北市,土城區,祐生耳鼻喉科診所,新北市土城區中央路二段223-9號1樓,02-82614588,121.440678,24.973188
3501154420,台北區,臺北市,士林區,榮清耳鼻喉科診所,台北市士林區文林路483號一樓,02-28316878,121.524214,25.096174
3501154528,台北區,臺北市,士林區,小禾馨士林小兒專科診所,台北市士林區中正路289-1號,02-28827333,121.523988,25.094687
3501151901,台北區,臺北市,士林區,慈田耳鼻喉科診所,台北市士林區延平北路5段185號1樓,02-28123411,121.509998,25.083221
350102B364,台北區,臺北市,大安區,禾馨新生婦幼診所,台北市大安區新生南路三段2號1樓,02-23682333,121.53463,25.025779
350102C576,台北區,臺北市,大安區,小禾馨小兒專科診所,台北市大安區新生南路三段4號,02-23698833,121.534604,25.025575
4001020028,台北區,臺北市,大安區,尹書田醫療財團法人書田泌尿科眼科診所,台北市大安區建國南路二段276號,"02-23690211
#3310",121.537266,25.025172
3501108482,台北區,臺北市,中山區,詹益偉耳鼻喉科診所,台北市中山區北安路611號,02-25334711,121.54879,25.08253
3501105310,台北區,臺北市,中山區,高固?診所,台北市中山區北安路613號1樓,02-25323036,121.548872,25.082975
3501107645,台北區,臺北市,中山區,惟?診所,台北市中山區北安路595巷1號地下1樓,02-25323038,121.548528,25.082196
3501108277,台北區,臺北市,中山區,固?診所,台北市中山區北安路613號1樓,02-25323036,121.548872,25.082975
3501109532,台北區,臺北市,中山區,龍江固?診所,台北市中山區龍江路360號1樓,02-25170093,121.54089,25.066137
3501184731,台北區,臺北市,中正區,禾馨婦產科診所,台北市中正區懷寧街78號,02-23612323,121.51399,25.043099
3501185774,台北區,臺北市,中正區,小禾馨懷寧小兒專科診所,台北市中正區重慶南路1段99號2樓,02-23110353,121.513333,25.043099
3501112851,台北區,臺北市,內湖區,日新診所,台北市內湖區成功路五段446號1樓,02-26342743,121.607118,25.074805
3501113929,台北區,臺北市,內湖區,禾馨民權婦幼診所,台北市內湖區民權東路六段42號2.3.4樓,02-55713333,121.581657,25.06774
3501113750,台北區,臺北市,內湖區,禾馨內湖婦幼診所,台北市內湖區民權東路六段42號5.6樓,02-55713333,121.58166,25.0678
3501114186,台北區,臺北市,內湖區,小禾馨民權小兒專科診所,台北市內湖區行忠路191號,02-55713333,121.581768,25.067419
3501114257,台北區,臺北市,內湖區,禾馨眼科診所,台北市內湖區行忠路195號,02-55713333,121.582082,25.06757
3501114471,台北區,臺北市,內湖區,禾馨民權健康管理診所,台北市內湖區民權東路六段40號,02-55713333,121.581534,25.067754
3501114122,台北區,臺北市,內湖區,陽光活力診所,台北市內湖區瑞光路500號1樓及502號2樓,02-87973828,121.568271,25.079191
3501163312,台北區,臺北市,北投區,台北欣安耳鼻喉科診所,台北市北投區石牌路一段152號,02-28210501,121.51316,25.114276
3531033407,台北區,新北市,永和區,健新耳鼻喉科診所,新北市永和區永貞路297號,02-89210657,121.510841,25.005597
3531033612,台北區,新北市,永和區,葉春風耳鼻喉科診所,新北市永和區中山路一段204號,02-29256980,121.508733,25.008737
3531015810,台北區,新北市,板橋區,重慶耳鼻喉科診所,新北市板橋區國慶路204號,02-89517755,121.463474,24.996772
3531019407,台北區,新北市,板橋區,樂田耳鼻喉科診所,新北市板橋區文化路二段10號,02-82582968,121.46883,25.024041
3501172848,台北區,臺北市,信義區,松仁耳鼻喉科診所,台北市信義區松仁路231號,02-87808580,121.568742,25.026222
3534121075,台北區,宜蘭縣,南澳鄉,大愛診所,宜蘭縣南澳鄉蘇花路2段383號,03-9984388,121.803918,24.466003
3531061876,台北區,新北市,新莊區,新莊徐耳鼻喉科診所,新北市新莊區中平路373號,02-29907505,121.444615,25.052533
3531066853,台北區,新北市,新莊區,昕康耳鼻喉科診所,新北市新莊區建安街78號1樓,02-22013666,121.426503,25.0244
3501192144,台北區,臺北市,萬華區,盧漢隆耳鼻喉科診所,台北市萬華區環河南路二段197號,02-23361363,121.491752,25.032268
3501194237,台北區,臺北市,萬華區,維恩耳鼻喉科診所,台北市萬大路446號1樓,02-23056936,121.497845,25.020533
3534021963,台北區,宜蘭縣,羅東鎮,維揚診所,宜蘭縣羅東鎮中山路四段11巷6號,03-9510299,121.763555,24.673784
3535161046,北區,苗栗縣,三灣鄉,三灣診所,苗栗縣三灣鄉中正路91號,037-834233,120.954953,24.651886
3532026595,北區,桃園市,中壢區,寰東耳鼻喉科診所,桃園市中壢區環中東路187號1樓,03-4559069,121.258173,24.96416
3532027654,北區,桃園市,中壢區,小樹苗診所,桃園市中壢區五權里正大街27號一樓,03-4020968,121.204741,24.958358
3532022926,北區,桃園市,中壢區,吉康耳鼻喉科診所,桃園市中壢區元化路56號,03-4228133,121.22756,24.957539
3512042253,北區,新竹市,北區,健群耳鼻喉科診所,新竹市北區北門街50號,03-5266368,120.966064,24.806016
3512042520,北區,新竹市,北區,陳志成耳鼻喉科診所,新竹市西大路619號,03-5258626,120.958793,24.809932
3533052099,北區,新竹縣,竹北市,啄木鳥耳鼻喉科診所,新竹縣竹北市莊敬三路39號1樓,03-6586586,121.024942,24.822424
3533052946,北區,新竹縣,竹北市,嘉正耳鼻喉科診所,竹北市中正西路103號,03-5559596,121.000577,24.840717
3533052722,北區,新竹縣,竹北市,普懷醫學診所,新竹縣竹北市嘉豐五路一段197號,03-5506616,121.028834,24.81239
3512012906,北區,新竹市,東區,趙永康小兒科診所,新竹市東區北大路72號,03-5313931,120.971086,24.81181
3535012011,北區,苗栗縣,苗栗市,天恩診所,苗栗縣苗栗市中正路39號,037-277295,120.82458,24.568981
3532018128,北區,桃園市,桃園區,禾馨桃園婦幼診所,桃園市桃園區經國二路36號,03-3465333,121.296101,25.0290648
3532042124,北區,桃園市,楊梅區,建東專科診所,桃園市楊梅區大成路66號,03-4757716,121.145743,24.909694
3532091654,北區,桃園市,龍潭區,龍欣耳鼻喉科診所,桃園市龍潭區中正路254號,03-4808306,121.217266,24.862658
3532050528,北區,桃園市,蘆竹區,莊耳鼻喉科診所,桃園市蘆竹區南崁路302號,03-3125295,121.292416,25.05012
3536031832,中區,臺中市,大甲區,力倫診所,台中市大甲區蔣公路246號,04-26805889,120.619424,24.347256
3503260770,中區,臺中市,北區,詠康耳鼻喉科診所,台中市北區學士路312號,04-22352015,120.681089,24.162638
3503271915,中區,臺中市,西屯區,祥威耳鼻喉科診所,台中市西屯區青海路二段240-8號,04-27000132,120.645563,24.170529
3517062960,中區,臺中市,西屯區,翁耳鼻喉科診所,台中市西屯區青海路二段209-3號,04-24526346,120.6495592,24.1662212
3517064286,中區,臺中市,西屯區,林鴻任耳鼻喉科診所,台中市西屯區青海路一段116號,04-23111518,120.654302,24.164942
3503281582,中區,臺中市,南屯區,祥威黎明耳鼻喉科兒科診所,台中市南屯區黎明路2段446號,04-22541898,120.635127,24.15214
3538022395,中區,南投縣,埔里鎮,張大川耳鼻喉科診所（張大川聯合診所）,南投縣埔里鎮中山路三段87號,049-2998980,120.963241,23.966065
3537013865,中區,彰化縣,彰化市,葉易愷耳鼻喉科診所,彰化市中正路一段258號,04-7277679,120.546668,24.083791
3536012855,中區,臺中市,豐原區,呂維國婦產科診所,台中市豐原區中正路348號,04-25262889,120.713165,24.25098
3539012900,南區,雲林縣,斗六市,書菴耳鼻喉科診所,雲林縣斗六市太平路147號,05-5340808,120.541518,23.707979
3521042538,南區,臺南市,北區,蘇耳鼻喉科診所,台南市北區文賢路263號,06-3507711,120.193717,23.009553
3507301656,南區,高雄市,左營區,維寧好耳鼻喉科診所,高雄市左營區重愛路196號,07-3500850,120.316115,22.685195
3505310264,南區,臺南市,永康區,杏新耳鼻喉科診所,台南市永康區中山南路12-2號,06-3029066,120.226952,23.011683
3541310377,南區,臺南市,永康區,許崇哲耳鼻喉科診所,台南市永康區中山南路126號,06-2314815,120.230181,23.013175
3541312808,南區,臺南市,永康區,翁韶嶽耳鼻喉科診所,台南市永康區中華二路383號,06-3135216,120.231531,23.008306
3541313172,南區,臺南市,永康區,中正耳鼻喉科診所,台南市永康區正強街231號,06-2333566,120.251574,23.029662
3541312559,南區,臺南市,永康區,德安小兒科診所,台南市永康區永大路二段1538號1樓,06-2032000,120.260998,23.025331
3541051668,南區,臺南市,佳里區,劉亞伯耳鼻喉科診所,台南市佳里區延平路353號,06-7236765,120.178079,23.162834
3505320331,南區,臺南市,東區,楊博文耳鼻喉科診所,臺南市東區仁和路76之8號1F,06-2903911,120.230704,22.975262
3521012745,南區,臺南市,東區,喜樂小兒科診所,臺南市東區東光路1段106號1樓,06-2757869,120.231404,22.994121
3521013751,南區,臺南市,東區,大河馬耳鼻喉科診所,台南市東區東寧路230號,06-2751216,120.22511,22.990849
3505330088,南區,臺南市,南區,青禾診所,台南市南區金華路一段128號,06-2658288,120.18986,22.964396
3521020612,南區,臺南市,南區,林大傑耳鼻喉科診所,台南市南區金華路二段171號,06-2915660,120.191295,22.981265
3521022116,南區,臺南市,南區,王日榮耳鼻喉科診所,台南市南區大同路二段102號,06-2149955,120.212113,22.980509
3541012152,南區,臺南市,新營區,翁群超耳鼻喉科診所,台南市新營區民治路202號1樓,06-6565855,120.304844,23.30853
3502052345,高屏區,高雄市,三民區,儲昭仁耳鼻喉科診所,高雄市三民區九如一路854號,07-3890470,120.318738,22.640239
3502032432,高屏區,高雄市,左營區,薛智峰耳鼻喉科診所,高雄市左營區華夏路703號1樓,07-3439190,120.302074,22.678187
3502090694,高屏區,高雄市,前鎮區,吳泰成耳鼻喉科診所,高雄市前鎮區林森三路150號,07-3361136、06-3360326,120.308862,22.613571
3507360600,高屏區,高雄市,前鎮區,明真耳鼻喉科診所,高雄市前鎮區永豐路19-6號,07-7213456,120.333507,22.603961
3543014387,高屏區,屏東縣,屏東市,李俊弘耳鼻喉科診所,屏東縣屏東市廣東路633號,08-7377555,120.496504,22.684975
3543011555,高屏區,屏東縣,屏東市,江耳鼻喉科診所,屏東縣屏東市端正里中華路49號,08-7669471,120.489864,22.67237
3502060534,高屏區,高雄市,新興區,紀耳鼻喉科診所,高雄市新興區林森一路154-1號,07-2719087,120.304734,22.629749
3502041824,高屏區,高雄市,楠梓區,郭士彰耳鼻喉科,高雄市楠梓區後昌路862-1號,07-3683235,120.313016,22.720527
3507290283,高屏區,高雄市,鼓山區,南加大耳鼻喉科診所,高雄市鼓山區明華路303號,07-5525711,120.300349,22.663333
